"","Abstract","class","Cluster","Flags","StartTime","EndTime"
"62","Simplified Variance Estimation in Surveys",1,28,"Invited",2018-03-18 14:14:00,2018-03-18 14:36:00
"63","Incorporating Auxiliary Information by Joint Modelling of Pseudo Data and Length Biased Data",2,2,"Contributed",2018-03-18 14:14:00,2018-03-18 14:36:00
"64","Observational Analyses of Cluster-Randomized Trials",3,6,"Invited",2018-03-18 14:14:00,2018-03-18 14:36:00
"65","Improved Estimation and Identification of Block-Exchangeable Dependence Structures",4,20,"Invited",2018-03-18 14:14:00,2018-03-18 14:36:00
"66","From Brain to Hand to Statistics with Dynamic Smoothing",6,25,"Invited",2018-03-18 14:14:00,2018-03-18 14:36:00
"67","A Hierarchical Credibility Approach to Modeling Mortality Rates for Multiple Populations",7,13,"Invited",2018-03-18 14:14:00,2018-03-18 14:36:00
"68","Panel discussion",8,-2,"Invited",2018-03-18 14:14:00,2018-03-18 14:36:00
"69","Robust Small Area Estimation in Generalized Linear Models",1,28,"Invited",2018-03-18 14:36:00,2018-03-18 14:58:00
"70","Incorporating Contact Network Uncertainty in Individual-Level Models of Infectious Disease using Approximate Bayesian Computation",2,2,"Contributed",2018-03-18 14:36:00,2018-03-18 14:58:00
"71","Aspects of Genetic Meta-Analysis under Data Uncertainty",3,6,"Invited",2018-03-18 14:36:00,2018-03-18 14:58:00
"72","The Family of Chi-square Copulas and Applications in Spatial Statistics",4,20,"Invited",2018-03-18 14:36:00,2018-03-18 14:58:00
"73","Probabilistic Symmetries and Random Locations",6,25,"Invited",2018-03-18 14:36:00,2018-03-18 14:58:00
"74","Segmenting the Canadian Population to Remedy Non-Response in Statistics Canada Household Surveys",7,13,"Contributed",2018-03-18 14:36:00,2018-03-18 14:58:00
"75","Panel discussion",8,-2,"Invited",2018-03-18 14:36:00,2018-03-18 14:58:00
"76","Achieving Higher Efficiency and Robustness in Longitudinal Studies with Dropout",1,28,"Invited",2018-03-18 15:30:00,2018-03-18 15:52:00
"77","DM-PhyClus: A Bayesian Phylogenetic Clustering Algorithm Incorporating Dirichlet-Multinomial Priors",2,2,"Contributed",2018-03-18 15:30:00,2018-03-18 15:52:00
"78","Breaking the Myth of Breaking Randomization: A Causal Examination of Arm-Based Meta-Analysis",3,6,"Invited",2018-03-18 15:30:00,2018-03-18 15:52:00
"79","Archimedean Copulas through Multivariate Gamma Distributions",4,20,"Invited",2018-03-18 15:30:00,2018-03-18 15:52:00
"80","Balanced Imputation for Swiss Cheese Nonresponse",5,26,"Student",2018-03-18 15:30:00,2018-03-18 15:52:00
"81","Self-Normalized Weak and Strong Functional Limit Laws in the Domain of Attraction of Stable Laws",6,25,"Invited",2018-03-18 15:30:00,2018-03-18 15:52:00
"82","Testing for Parallel Carryover Effects in Redundant Systems",7,18,"Contributed",2018-03-18 15:30:00,2018-03-18 15:52:00
"83","Empirical Likelihood and Semiparametric Inference with Survey Data",1,28,"Contributed",2018-03-18 15:52:00,2018-03-18 16:14:00
"84","A Bayesian Approach to Diagnosis of the Gaussian Random Field Assumption",2,2,"Contributed",2018-03-18 15:52:00,2018-03-18 16:14:00
"85","Tree-Based Approaches for Personalized Risk Prediction with Longitudinal Biomarkers: An Application to Fetal Growth",3,6,"Invited",2018-03-18 15:52:00,2018-03-18 16:14:00
"86","Simple Measures of Individual Cluster-Membership Certainty for Hard Partitional Clustering",4,20,"Contributed",2018-03-18 15:52:00,2018-03-18 16:14:00
"87","Aggregate Claim Analysis in a Two-sided Exit Setting with Dependence",5,26,"Invited",2018-03-18 15:52:00,2018-03-18 16:14:00
"88","Full-Range Tail Dependence Copulas",6,25,"Invited",2018-03-18 15:52:00,2018-03-18 16:14:00
"89","Efficient Conversion Probability Estimator for Display Advertising",7,18,"Contributed",2018-03-18 15:52:00,2018-03-18 16:14:00
"90","Combatting Overfitting in Finite Mixture Models",1,28,"Contributed",2018-03-18 16:14:00,2018-03-18 16:36:00
"91","A Latent Gaussian Mixture Model for Longitudinal Data",2,2,"Contributed",2018-03-18 16:14:00,2018-03-18 16:36:00
"92","Is All That Coffee I’m Drinking Hurting or Harming Me? Understanding Causality",3,6,"Invited",2018-03-18 16:14:00,2018-03-18 16:36:00
"93","Bayesian Optimality for Beran's Class of Tests of Uniformity around the Circle",4,20,"Contributed",2018-03-18 16:14:00,2018-03-18 16:36:00
"94","Approximation of Squared Integrable Random Variables with Nonlinear Stochastic Integrals",5,26,"Invited",2018-03-18 16:14:00,2018-03-18 16:36:00
"95","Foldover Designs with Column Permutations",6,25,"Contributed",2018-03-18 16:14:00,2018-03-18 16:36:00
"96","The Relative Deviation from Predicted Values as a Tool to Prioritize Units for Failed Edit Follow-Up in IBSP",7,18,"Contributed",2018-03-18 16:14:00,2018-03-18 16:36:00
"97","Optimal Designs for Estimating Parameters of the Bradley-Terry Model for Paired Comparisons",1,28,"Contributed",2018-03-18 16:36:00,2018-03-18 16:58:00
"98","Clustering of Functional Data using Mixture Model-Based Clustering",2,2,"Contributed",2018-03-18 16:36:00,2018-03-18 16:58:00
"99","Event History Analysis of Data from Non-Ignorable Observation Schemes",3,6,"Invited",2018-03-18 16:36:00,2018-03-18 16:58:00
"100","Two Innovative Applications of Classification and Regression Trees",4,20,"Contributed",2018-03-18 16:36:00,2018-03-18 16:58:00
"101","Optimal Investment Strategies for Participating Contracts",5,26,"Invited",2018-03-18 16:36:00,2018-03-18 16:58:00
"102","An Extended Compound Symmetry Model for High-dimensional Covariance Matrix Estimation",6,25,"Contributed",2018-03-18 16:36:00,2018-03-18 16:58:00
"103","Tall Tales vs Tall Tails: Rules of Thumb for Statistical Inference",7,18,"Contributed",2018-03-18 16:36:00,2018-03-18 16:58:00
"104","Clustering Discrete Valued Time Series",1,-1,"Keynote",2018-03-19 08:40:00,2018-03-19 09:07:00
"105","A Nonparametric Test for Detecting Periodicity in Time Series",1,28,"Contributed",2018-03-19 09:07:00,2018-03-19 09:34:00
"106","A Comparison of Mixture Modeling Approaches for Clustering Longitudinal Binary Data",2,2,"Contributed",2018-03-19 09:07:00,2018-03-19 09:34:00
"107","Discordance in Hormone Receptor Status Between Two Primary Breast Cancers: The Impact of Misclassification",3,6,"Invited",2018-03-19 09:07:00,2018-03-19 09:34:00
"108","Superfast Inference for Stationary Gaussian Processes",4,20,"Contributed",2018-03-19 09:07:00,2018-03-19 09:34:00
"109","On Total Dividends under a Threshold Strategy",5,26,"Invited",2018-03-19 09:07:00,2018-03-19 09:34:00
"110","Statistical Disclosure Control for Statistical Outputs: Where Do We Go From Here?",6,10,"Invited",2018-03-19 09:07:00,2018-03-19 09:34:00
"111","Change Point Detection in Functional Time Series Models for Yield Curves",7,22,"Student",2018-03-19 09:07:00,2018-03-19 09:34:00
"112","Robust Mixture Discriminant Analysis",1,28,"Contributed",2018-03-19 09:34:00,2018-03-19 10:01:00
"113","Combining Multiple Samples through Density Ratio Models for More Efficient Estimation",2,2,"Contributed",2018-03-19 09:34:00,2018-03-19 10:01:00
"114","How Best to Bridge the Gap between Statistics and Medical Practice",3,6,"Invited",2018-03-19 09:34:00,2018-03-19 10:01:00
"115","A Convex Regression Approach to Pickands Dependence Function Estimation",4,20,"Contributed",2018-03-19 09:34:00,2018-03-19 10:01:00
"116","Good Deal Indices in Asset Pricing: Actuarial and Financial Implications",5,26,"Invited",2018-03-19 09:34:00,2018-03-19 10:01:00
"117","What is Synthetic about Synthetic Datasets?",6,10,"Invited",2018-03-19 09:34:00,2018-03-19 10:01:00
"118","Empirical Eigenvalue Based Testing for Structural Breaks in Linear Factor Models",7,22,"Contributed",2018-03-19 09:34:00,2018-03-19 10:01:00
"119","Practical Considerations when Analyzing Small Samples of Discrete Survival Times Using the Grouped Relative Risk Model",1,28,"Contributed",2018-03-19 10:01:00,2018-03-19 10:28:00
"120","Parameter Estimation for PDEs Defined over Irregular Domains",2,2,"Contributed",2018-03-19 10:01:00,2018-03-19 10:28:00
"121","Strategies to Handle Missing Binary Outcomes in Cluster Randomized Trials",3,6,"Invited",2018-03-19 10:01:00,2018-03-19 10:28:00
"122","New approach to GIX/Geom/1 Queues involving Heavy-Tailed distributions",4,20,"Contributed",2018-03-19 10:01:00,2018-03-19 10:28:00
"123","Optimal Investment Strategies and Inter-Generational Risk-Sharing for Target Benefit Pension Plans",5,26,"Contributed",2018-03-19 10:01:00,2018-03-19 10:28:00
"124","A deep learning-based integrative analysis framework for molecular classification of breast cancer",6,10,"Contributed",2018-03-19 10:01:00,2018-03-19 10:28:00
"125","Realizing the Extremes: Estimation of Tail-Risk Measures from a High-Frequency Perspective",7,22,"Contributed",2018-03-19 10:01:00,2018-03-19 10:28:00
"126","Reduced-Rank Singular Value Decomposition for Dimension Reduction with High-Dimensional Data",1,28,"Contributed",2018-03-19 10:28:00,2018-03-19 10:55:00
"127","Spatial Modeling of Repeated Events: An Application to Disease Mapping",3,6,"Contributed",2018-03-19 10:28:00,2018-03-19 10:55:00
"128","Component Selection and Estimation for Functional Semiparametric Additive Model",4,20,"Contributed",2018-03-19 10:28:00,2018-03-19 10:55:00
"129","Deflation Risk and Implications for Life Insurers",5,26,"Contributed",2018-03-19 10:28:00,2018-03-19 10:55:00
"130","Motivating Introductory Statistics",6,10,"Contributed",2018-03-19 10:28:00,2018-03-19 10:55:00
"131","Improved Global Minimum Variance Portfolio via a Dominant Eigenvalue Shrinkage",7,22,"Contributed",2018-03-19 10:28:00,2018-03-19 10:55:00
"132","Estimation and Identification of Varying-Coefficient Additive Models for Locally Stationary Process",1,28,"Contributed",2018-03-19 10:55:00,2018-03-19 11:22:00
"133","Use of the Segmented Regression Analysis Approach to Adjust for Potential Confounders and Effect Modifiers when Evaluating Public Health Interventions",3,6,"Contributed",2018-03-19 10:55:00,2018-03-19 11:22:00
"134","On the Moments and the Distribution of Aggregate Discounted Claims in a Markovian Environment",5,26,"Contributed",2018-03-19 10:55:00,2018-03-19 11:22:00
"135","Statistical Modelling of Carbon Dioxide Flux Data",6,10,"Contributed",2018-03-19 10:55:00,2018-03-19 11:22:00
"136","Multivariate Response-Dependent Two-Phase Sampling Designs",1,28,"Contributed",2018-03-19 11:22:00,2018-03-19 11:49:00
"137","Trajectory Modeling of Gestational Weight: a Functional Principal Component Analysis Approach",3,6,"Contributed",2018-03-19 11:22:00,2018-03-19 11:49:00
"138","A Power Comparison of Robust Tests for Monotone Trend in Recurrent Event Processes",10,-1,"Poster",2018-03-19 12:00:00,2018-03-19 17:00:00
"139","A Second Chance? - A SoTL Project on Implementing Midterm Corrections in a Large Introductory-Level Statistics Course",10,-1,"Poster",2018-03-19 12:00:00,2018-03-19 17:00:00
"140","A Time Series Approach for the Underlying Driven Process in Stocks and its Large Sample Theory",10,-1,"Poster",2018-03-19 12:00:00,2018-03-19 17:00:00
"141","Advanced Regression Models for Automated Valuation Model",10,-1,"Poster",2018-03-19 12:00:00,2018-03-19 17:00:00
"142","Discriminant Analysis for Longitudinal Data",10,-1,"Poster",2018-03-19 12:00:00,2018-03-19 17:00:00
"143","Estimating a Disease Prevalence with Group Testing Data and Imperfect Assays",10,-1,"Poster",2018-03-19 12:00:00,2018-03-19 17:00:00
"144","Genetic Risk Prediction for Type X Colorectal Cancer Families",10,-1,"Poster",2018-03-19 12:00:00,2018-03-19 17:00:00
"145","High Dimensional Clustering: tHDDC",10,-1,"Poster",2018-03-19 12:00:00,2018-03-19 17:00:00
"146","Local Influence Analysis of a State-Space Fish Stock Assessment Model Compared to Conventional Modelling Approaches",10,-1,"Poster",2018-03-19 12:00:00,2018-03-19 17:00:00
"147","Mixture Model Averaging for Clustering",10,-1,"Poster",2018-03-19 12:00:00,2018-03-19 17:00:00
"148","Modeling and Treatment of Surveillance Flu Data",10,-1,"Poster",2018-03-19 12:00:00,2018-03-19 17:00:00
"149","Modelling the Effects of Memory on Bumblebee Pollination Services",10,-1,"Poster",2018-03-19 12:00:00,2018-03-19 17:00:00
"150","On Identifiability of Regression Models with Interactions",10,-1,"Poster",2018-03-19 12:00:00,2018-03-19 17:00:00
"151","Sensitivity to Model Misspecification of a Von Bertalanffy Growth Model with Measurement Error in Age",10,-1,"Poster",2018-03-19 12:00:00,2018-03-19 17:00:00
"152","Spatial Mixed Model for Binary Response with an Application to Single Low-Density Lipoprotein Dyslipidemia",10,-1,"Poster",2018-03-19 12:00:00,2018-03-19 17:00:00
"153","Stop Signal Reaction Time: A New Weighted Frequentist Estimation Method",10,-1,"Poster",2018-03-19 12:00:00,2018-03-19 17:00:00
"154","Group Variable Selection for Recurrent Event Data",1,3,"Student",2018-03-19 13:30:00,2018-03-19 13:52:00
"155","A Self-Selecting Procedure for the Optimal Discretization of the Timeline for Longitudinal Causal Inference Methods with Electronic Health Data",2,27,"Student",2018-03-19 13:30:00,2018-03-19 13:52:00
"156","Inference from Survival Data using Imprecise Probabilities",3,19,"Invited",2018-03-19 13:30:00,2018-03-19 13:52:00
"157","How to tell when Association might be Causation",4,11,"Invited",2018-03-19 13:30:00,2018-03-19 13:52:00
"158","Joint Analysis of a Longitudinal Binary Outcome and Recurrent Events with Application to Cystic Fibrosis Outcomes",5,29,"Invited",2018-03-19 13:30:00,2018-03-19 13:52:00
"159","Approximations to Facilitate Data Assimilation for High Dimensional Dynamical Systems",6,14,"Student",2018-03-19 13:30:00,2018-03-19 13:52:00
"160","Improving Risk Assessment using Market Expectations and Information from Model Risks",7,23,"Invited",2018-03-19 13:30:00,2018-03-19 13:52:00
"161","Disclosure Control and Random Tabular Adjustment",1,3,"Student",2018-03-19 13:52:00,2018-03-19 14:14:00
"162","Small Area Estimation with Covariate Measurement Error",2,27,"Invited",2018-03-19 13:52:00,2018-03-19 14:14:00
"163","Predictive Mean Matching Imputation in Survey Sampling",3,19,"Invited",2018-03-19 13:52:00,2018-03-19 14:14:00
"164","Validation of Codes and Algorithms are an Essential Part of Research Using Routinely Collected Health Data",4,11,"Invited",2018-03-19 13:52:00,2018-03-19 14:14:00
"165","Estimating the Population Size of Greater Victoria’s Injection Drug Users using Capture-Recapture Methods",5,29,"Invited",2018-03-19 13:52:00,2018-03-19 14:14:00
"166","Generative Mixture of Networks",6,14,"Invited",2018-03-19 13:52:00,2018-03-19 14:14:00
"167","Portfolio of Exchangeable Risks: Aggregation with Partial Information on Dependence",7,23,"Contributed",2018-03-19 13:52:00,2018-03-19 14:14:00
"168","Detecting Adverse Drug Effects from Pharmacovigilance Databases",1,3,"Student",2018-03-19 14:14:00,2018-03-19 14:36:00
"169","Missing Data Mechanisms for Incomplete Longitudinal Observations in both Responses and Covariates",2,27,"Invited",2018-03-19 14:14:00,2018-03-19 14:36:00
"170","Generalized Simulated Method-of-Moments for Copula Parameters of Arbitrary Dimension",3,19,"Invited",2018-03-19 14:14:00,2018-03-19 14:36:00
"171","The Randomized Registry Trial — Opportunities, Challenges and Solutions ",4,11,"Invited",2018-03-19 14:14:00,2018-03-19 14:36:00
"172","A Multi-State Model for a Life Insurance Product with Integrated Health Rewards Program",5,29,"Invited",2018-03-19 14:14:00,2018-03-19 14:36:00
"173","A Potts Mixture Spatiotemporal Joint Model for Combined MEG and EEG Data",6,14,"Invited",2018-03-19 14:14:00,2018-03-19 14:36:00
"174","Robust Discrimination Designs over Hellinger Neighbourhoods",7,23,"Contributed",2018-03-19 14:14:00,2018-03-19 14:36:00
"175","Analysis of Heterogeneous Lifetime Data with Measurement Error in Covariate",1,3,"Student",2018-03-19 14:36:00,2018-03-19 14:58:00
"176","Issues with Inference in Adaptive Optimal Design",2,27,"Invited",2018-03-19 14:36:00,2018-03-19 14:58:00
"177","Vine Copulas for Imputation of Monotone Non-response",3,19,"Invited",2018-03-19 14:36:00,2018-03-19 14:58:00
"178","Incorporating Simulation-Based Inference in an Introductory Statistics Course",4,11,"Invited",2018-03-19 14:36:00,2018-03-19 14:58:00
"179","Measurement and Association Testing of 5-hydroxymethylcytosine (5hmC) Methylation",5,29,"Contributed",2018-03-19 14:36:00,2018-03-19 14:58:00
"180","Box-Cox Time Series",6,14,"Contributed",2018-03-19 14:36:00,2018-03-19 14:58:00
"181","Common-Factor Multivariate Stochastic Volatility Modeling with Observable Proxy",7,23,"Contributed",2018-03-19 14:36:00,2018-03-19 14:58:00
"182","Factor Copula Analysis for Multivariate Ordinal Data",1,3,"Student",2018-03-19 15:30:00,2018-03-19 15:52:00
"183","A Multivariate Rare-Variant Association Test for Non-Normally Distributed Phenotypes",2,27,"Contributed",2018-03-19 15:30:00,2018-03-19 15:52:00
"184","Estimation Strategies for Weighted Least Absolute Deviations Regression Models",3,19,"Contributed",2018-03-19 15:30:00,2018-03-19 15:52:00
"185","Bayesian Adaptive Designs for Efficient Drug Development and Precision Oncology",4,11,"Invited",2018-03-19 15:30:00,2018-03-19 15:52:00
"186","Development of Quality Assurance Program for Jaundice Meter Management",5,29,"Contributed",2018-03-19 15:30:00,2018-03-19 15:52:00
"187","Empirical Likelihood Multiscale Inference of the Scaling Property of Time Series Models",6,14,"Contributed",2018-03-19 15:30:00,2018-03-19 15:52:00
"188","Maximum Likelihood Estimation of Marine Predators' Diet Proportions",7,7,"Invited",2018-03-19 15:30:00,2018-03-19 15:52:00
"189","Analysis of Cluster-Randomized Trials with a Longitudinal Outcome Subject to Irregular Observation",1,3,"Student",2018-03-19 15:52:00,2018-03-19 16:14:00
"190","Modeling the Random Effects Covariance Matrix for Longitudinal Data with Covariate Measurement Error",2,27,"Contributed",2018-03-19 15:52:00,2018-03-19 16:14:00
"191","On the Mixtures of Length-biased Weibull Distributions",3,19,"Contributed",2018-03-19 15:52:00,2018-03-19 16:14:00
"192","Multiple Imputation of Incomplete Accelerometer Data",4,11,"Invited",2018-03-19 15:52:00,2018-03-19 16:14:00
"193","Seasonality in Influenza Mortality: Moving Beyond the Annual Cycle",5,29,"Contributed",2018-03-19 15:52:00,2018-03-19 16:14:00
"194","Identifying Expression Quantitative Trait Loci in Genome-Wide Association Studies using Matrix eQTL",7,7,"Contributed",2018-03-19 15:52:00,2018-03-19 16:14:00
"195","Design and Relative Efficiency of Tracing Studies in Cohorts with Loss to Followup",1,3,"Invited",2018-03-19 16:14:00,2018-03-19 16:36:00
"196","A Longitudinal Linear Mixed Effect Model for Bivariate Responses with Measurement Errors and Misclassification in Covariates",2,27,"Contributed",2018-03-19 16:14:00,2018-03-19 16:36:00
"197","Response Best Subset Selection Model and Efficient Estimation in Multivariate Linear Regression",3,19,"Contributed",2018-03-19 16:14:00,2018-03-19 16:36:00
"198","Teaching the Statistical Investigation Process with Simulation-Based Inference to Improve Statistical Thinking",4,11,"Invited",2018-03-19 16:14:00,2018-03-19 16:36:00
"199","A Comparison of Association Methods for Fine-Mapping from Sequence Data in Diploid Populations using the Case-Control Study Design",5,29,"Contributed",2018-03-19 16:14:00,2018-03-19 16:36:00
"200","A Penalized Approach to Estimating Network Changes in the Human Microbiome",7,7,"Contributed",2018-03-19 16:14:00,2018-03-19 16:36:00
"201","Feature Selection Methods for the Development of Case Definitions for Common Chronic Conditions in Primary Care Electronic Medical Record Data",1,3,"Invited",2018-03-19 16:36:00,2018-03-19 16:58:00
"202","Quantile and Expectile Regression for Random Effects Models",2,27,"Contributed",2018-03-19 16:36:00,2018-03-19 16:58:00
"203","A New Weighted Quantile Regression",3,19,"Contributed",2018-03-19 16:36:00,2018-03-19 16:58:00
"204","Practical Testing",4,11,"Invited",2018-03-19 16:36:00,2018-03-19 16:58:00
"205","Predicting the Unpredictable: Severe Wildfire Risk Prediction in Canada",5,29,"Contributed",2018-03-19 16:36:00,2018-03-19 16:58:00
"206","Classical and Modern Multivariate Statistical Analysis",1,-1,"Keynote",2018-03-20 08:40:00,2018-03-20 09:01:00
"207","Dynamic Treatment Regimes via Reward Ignorant Modelling",1,3,"Invited",2018-03-20 09:01:00,2018-03-20 09:22:00
"208","Estimation and Classification for Finite Mixture Models with Order Statistics",2,27,"Contributed",2018-03-20 09:01:00,2018-03-20 09:22:00
